user_id,timestamp,group,landing_page,converted
765981,2023-01-12 23:11:33.000000,control,old_page,0
678368,2023-01-06 22:43:05.000000,control,old_page,0
717277,2023-01-21 19:10:24.000000,control,old_page,0
641979,2023-01-03 17:08:40.000000,treatment,new_page,0
639008,2023-01-22 17:23:02.000000,control,old_page,0
763392,2023-01-01 08:42:57.000000,control,old_page,0
677596,2023-01-22 23:03:12.000000,treatment,new_page,0
878668,2023-01-17 02:31:32.000000,control,old_page,0
734226,2023-01-22 10:36:20.000000,treatment,new_page,0
899469,2023-01-16 17:46:29.000000,treatment,new_page,1
751095,2023-01-14 07:47:53.000000,control,old_page,0
878582,2023-01-19 05:35:15.000000,control,old_page,1
796676,2023-01-06 12:28:04.000000,treatment,new_page,0
758459,2023-01-21 08:35:06.000000,control,old_page,0
885971,2023-01-20 19:30:03.000000,control,old_page,0
787080,2023-01-05 01:35:51.000000,treatment,new_page,0
810732,2023-01-10 06:53:14.000000,control,old_page,0
857259,2023-01-11 15:29:26.000000,treatment,new_page,0
814924,2023-01-17 03:11:45.000000,control,old_page,0
669091,2023-01-18 03:19:24.000000,treatment,new_page,0
734880,2023-01-09 06:41:52.000000,treatment,new_page,1
645008,2023-01-05 20:30:20.000000,treatment,new_page,0
866467,2023-01-13 21:35:53.000000,treatment,new_page,1
801198,2023-01-06 06:25:49.000000,control,old_page,0
749793,2023-01-04 09:59:34.000000,control,old_page,0
768045,2023-01-17 02:10:15.000000,treatment,new_page,0
692698,2023-01-03 02:01:34.000000,treatment,new_page,0
747933,2023-01-07 21:36:57.000000,control,old_page,0
692956,2023-01-05 13:07:47.000000,treatment,new_page,0
854923,2023-01-19 18:55:38.000000,control,old_page,0
883307,2023-01-08 11:09:29.000000,control,old_page,0
703816,2023-01-06 17:23:07.000000,treatment,new_page,0
710380,2023-01-17 19:15:44.000000,treatment,new_page,0
911532,2023-01-19 06:39:29.000000,treatment,new_page,0
787251,2023-01-16 04:55:26.000000,control,old_page,0
860096,2023-01-21 19:16:51.000000,treatment,new_page,1
707943,2023-01-13 19:20:10.000000,control,old_page,0
667348,2023-01-07 10:33:23.000000,treatment,new_page,1
884297,2023-01-14 20:36:55.000000,treatment,new_page,0
850968,2023-01-04 23:54:05.000000,control,old_page,0
882297,2023-01-16 18:21:46.000000,treatment,new_page,0
829592,2023-01-07 07:54:08.000000,control,old_page,1
649590,2023-01-14 23:06:57.000000,control,old_page,0
842318,2023-01-14 20:30:27.000000,treatment,new_page,0
846900,2023-01-12 03:41:18.000000,treatment,new_page,0
711077,2023-01-13 00:09:26.000000,treatment,new_page,0
707034,2023-01-17 06:07:09.000000,treatment,new_page,0
709141,2023-01-13 17:52:01.000000,treatment,new_page,0
679262,2023-01-01 22:55:19.000000,control,old_page,0
812189,2023-01-15 02:06:00.000000,treatment,new_page,0
663793,2023-01-04 16:10:56.000000,control,old_page,1
695139,2023-01-05 05:07:30.000000,control,old_page,0
922623,2023-01-22 04:06:48.000000,treatment,new_page,0
716817,2023-01-16 23:37:59.000000,treatment,new_page,0
647325,2023-01-19 02:08:03.000000,control,old_page,1
644229,2023-01-13 10:19:42.000000,control,old_page,0
742249,2023-01-06 05:24:06.000000,treatment,new_page,0
815991,2023-01-11 11:54:40.000000,control,old_page,0
879933,2023-01-17 08:04:23.000000,treatment,new_page,0
786521,2023-01-20 17:15:40.000000,treatment,new_page,0
719387,2023-01-16 12:47:54.000000,treatment,new_page,0
740201,2023-01-09 11:55:13.000000,control,old_page,0
878509,2023-01-12 11:27:31.000000,control,old_page,0
640740,2023-01-04 19:11:01.000000,treatment,new_page,0
632720,2023-01-09 22:58:19.000000,control,old_page,0
738122,2023-01-22 11:58:58.000000,treatment,new_page,0
644670,2023-01-16 23:37:15.000000,treatment,new_page,0
672350,2023-01-08 10:56:45.000000,treatment,new_page,0
871207,2023-01-22 18:23:53.000000,control,old_page,1
846588,2023-01-05 18:14:00.000000,treatment,new_page,0
893036,2023-01-14 06:36:28.000000,treatment,new_page,0
733441,2023-01-16 05:48:25.000000,control,old_page,0
768506,2023-01-09 02:35:45.000000,treatment,new_page,0
646205,2023-01-21 23:03:11.000000,treatment,new_page,0
855690,2023-01-13 21:35:46.000000,control,old_page,0
889872,2023-01-17 20:02:48.000000,control,old_page,0
697923,2023-01-01 06:57:37.000000,treatment,new_page,0
715060,2023-01-19 04:51:18.000000,control,old_page,0
899327,2023-01-11 11:43:13.000000,control,old_page,0
669293,2023-01-03 05:58:40.000000,control,old_page,0
855609,2023-01-14 22:33:16.000000,control,old_page,0
685036,2023-01-18 21:05:42.000000,control,old_page,1
855482,2023-01-06 14:03:35.000000,treatment,new_page,1
824018,2023-01-14 12:41:49.000000,control,old_page,0
753827,2023-01-05 01:36:42.000000,control,old_page,0
906354,2023-01-04 13:06:51.000000,treatment,new_page,1
889891,2023-01-11 22:37:55.000000,treatment,new_page,0
710930,2023-01-15 02:40:50.000000,control,old_page,0
758121,2023-01-02 04:10:42.000000,treatment,new_page,1
727876,2023-01-12 01:53:32.000000,treatment,new_page,1
886833,2023-01-10 20:24:36.000000,treatment,new_page,0
635010,2023-01-14 08:51:20.000000,control,old_page,0
860031,2023-01-12 13:48:52.000000,control,old_page,0
773415,2023-01-21 19:55:44.000000,control,old_page,0
636343,2023-01-17 11:52:21.000000,treatment,new_page,0
921513,2023-01-01 03:54:12.000000,treatment,new_page,0
689934,2023-01-19 16:51:43.000000,control,old_page,0
631333,2023-01-20 05:19:47.000000,control,old_page,0
888753,2023-01-13 02:29:00.000000,control,old_page,1
875139,2023-01-05 11:24:02.000000,treatment,new_page,1
751700,2023-01-10 18:24:22.000000,control,old_page,0
877718,2023-01-13 00:15:58.000000,treatment,new_page,0
818108,2023-01-07 08:14:38.000000,control,old_page,0
668612,2023-01-14 10:33:29.000000,control,old_page,0
809914,2023-01-19 11:41:12.000000,treatment,new_page,0
871621,2023-01-15 14:36:26.000000,control,old_page,0
799316,2023-01-11 15:57:05.000000,control,old_page,0
783264,2023-01-09 01:18:39.000000,control,old_page,0
720882,2023-01-05 20:25:26.000000,treatment,new_page,1
703957,2023-01-01 12:56:12.000000,treatment,new_page,0
821074,2023-01-07 00:34:38.000000,treatment,new_page,1
861593,2023-01-01 12:00:02.000000,control,old_page,1
868271,2023-01-09 06:06:50.000000,treatment,new_page,0
840892,2023-01-08 20:32:01.000000,control,old_page,0
845483,2023-01-16 08:21:07.000000,treatment,new_page,0
701787,2023-01-19 20:25:22.000000,treatment,new_page,0
801735,2023-01-04 10:59:36.000000,control,old_page,0
709316,2023-01-21 21:07:42.000000,treatment,new_page,0
786241,2023-01-13 17:11:05.000000,treatment,new_page,0
651043,2023-01-18 22:44:21.000000,treatment,new_page,0
716825,2023-01-04 06:38:27.000000,treatment,new_page,0
877121,2023-01-13 12:18:39.000000,control,old_page,0
820803,2023-01-19 05:49:25.000000,control,old_page,0
816934,2023-01-13 13:00:00.000000,control,old_page,0
742968,2023-01-10 18:12:25.000000,treatment,new_page,0
648418,2023-01-16 07:58:48.000000,treatment,new_page,0
750986,2023-01-05 21:30:43.000000,control,old_page,1
739715,2023-01-10 00:32:15.000000,treatment,new_page,0
703686,2023-01-19 08:40:55.000000,treatment,new_page,0
866520,2023-01-15 13:40:11.000000,control,old_page,0
829884,2023-01-05 15:50:40.000000,treatment,new_page,1
833268,2023-01-05 23:25:50.000000,treatment,new_page,0
710460,2023-01-12 20:47:27.000000,control,old_page,0
630808,2023-01-22 00:41:12.000000,treatment,new_page,0
811488,2023-01-16 17:40:32.000000,control,old_page,0
830856,2023-01-11 06:02:14.000000,treatment,new_page,0
731019,2023-01-22 16:33:14.000000,control,old_page,1
634422,2023-01-04 12:03:28.000000,treatment,new_page,0
800396,2023-01-05 19:09:37.000000,treatment,new_page,1
882868,2023-01-06 07:36:06.000000,control,old_page,0
781374,2023-01-20 14:02:43.000000,treatment,new_page,0
825073,2023-01-04 16:33:40.000000,treatment,new_page,0
646513,2023-01-20 12:39:18.000000,control,old_page,0
751704,2023-01-10 05:36:03.000000,treatment,new_page,0
659646,2023-01-13 14:31:47.000000,treatment,new_page,0
880017,2023-01-22 21:15:09.000000,control,old_page,0
900576,2023-01-13 06:11:48.000000,treatment,new_page,1
870007,2023-01-11 06:06:05.000000,control,old_page,0
666520,2023-01-16 06:57:31.000000,treatment,new_page,0
775374,2023-01-07 19:02:44.000000,control,old_page,1
749371,2023-01-02 03:06:44.000000,treatment,new_page,0
707493,2023-01-06 04:10:56.000000,treatment,new_page,0
801495,2023-01-22 20:46:28.000000,control,old_page,0
644717,2023-01-03 01:14:36.000000,treatment,new_page,0
685849,2023-01-18 03:33:47.000000,treatment,new_page,1
768680,2023-01-11 09:56:25.000000,control,old_page,0
756874,2023-01-09 22:22:29.000000,control,old_page,0
687417,2023-01-01 07:52:48.000000,control,old_page,0
917538,2023-01-11 08:50:35.000000,control,old_page,0
916512,2023-01-09 03:21:04.000000,treatment,new_page,0
709554,2023-01-12 07:05:01.000000,treatment,new_page,0
919573,2023-01-08 23:02:56.000000,control,old_page,1
789580,2023-01-05 13:38:09.000000,control,old_page,0
635302,2023-01-20 13:27:36.000000,treatment,new_page,0
757536,2023-01-10 15:12:42.000000,control,old_page,0
907255,2023-01-12 10:45:45.000000,treatment,new_page,0
877503,2023-01-11 05:06:51.000000,control,old_page,0
761190,2023-01-07 15:18:01.000000,control,old_page,0
821322,2023-01-06 23:39:29.000000,control,old_page,0
914552,2023-01-14 01:56:53.000000,treatment,new_page,0
818627,2023-01-16 15:16:51.000000,control,old_page,0
840897,2023-01-07 17:22:53.000000,treatment,new_page,0
776920,2023-01-20 17:42:46.000000,control,old_page,0
755361,2023-01-18 09:19:53.000000,treatment,new_page,0
754438,2023-01-09 14:07:15.000000,treatment,new_page,0
663970,2023-01-13 04:58:46.000000,control,old_page,0
773451,2023-01-21 15:54:22.000000,treatment,new_page,0
856480,2023-01-02 03:35:09.000000,treatment,new_page,0
776403,2023-01-03 21:39:17.000000,treatment,new_page,0
644437,2023-01-19 05:19:22.000000,treatment,new_page,0
824351,2023-01-05 01:36:23.000000,treatment,new_page,0
892154,2023-01-04 00:09:35.000000,control,old_page,0
808650,2023-01-10 06:41:12.000000,treatment,new_page,0
706676,2023-01-21 20:16:25.000000,treatment,new_page,0
798620,2023-01-17 06:33:52.000000,control,old_page,0
863878,2023-01-05 04:18:48.000000,treatment,new_page,1
703319,2023-01-10 12:19:37.000000,control,old_page,0
773815,2023-01-21 09:03:41.000000,treatment,new_page,0
643933,2023-01-16 11:28:07.000000,control,old_page,0
750035,2023-01-13 09:03:52.000000,control,old_page,0
845201,2023-01-22 15:36:56.000000,control,old_page,0
833413,2023-01-03 01:03:24.000000,control,old_page,0
895938,2023-01-09 07:53:15.000000,control,old_page,0
764963,2023-01-01 15:42:13.000000,control,old_page,0
754805,2023-01-09 15:39:49.000000,control,old_page,0
855274,2023-01-02 01:05:38.000000,treatment,new_page,0
780775,2023-01-11 03:42:57.000000,control,old_page,0
914112,2023-01-11 09:46:50.000000,control,old_page,0
746517,2023-01-06 14:40:16.000000,treatment,new_page,0
830363,2023-01-05 21:25:47.000000,control,old_page,0
900533,2023-01-02 02:48:28.000000,control,old_page,0
797053,2023-01-03 13:51:00.000000,control,old_page,0
822214,2023-01-22 06:14:52.000000,treatment,new_page,0
915309,2023-01-03 09:26:24.000000,control,old_page,0
900071,2023-01-15 17:04:50.000000,control,old_page,0
782849,2023-01-19 09:17:12.000000,control,old_page,0
773103,2023-01-04 09:20:28.000000,control,old_page,1
782239,2023-01-22 19:02:37.000000,treatment,new_page,0
671753,2023-01-12 00:23:24.000000,control,old_page,0
658534,2023-01-19 03:31:53.000000,control,old_page,0
664254,2023-01-02 20:07:09.000000,treatment,new_page,0
654596,2023-01-20 03:13:19.000000,treatment,new_page,0
724373,2023-01-04 18:17:09.000000,treatment,new_page,0
854723,2023-01-17 10:48:03.000000,treatment,new_page,0
876373,2023-01-07 03:37:01.000000,control,old_page,0
896008,2023-01-02 15:24:08.000000,treatment,new_page,0
697676,2023-01-12 13:48:09.000000,control,old_page,0
873046,2023-01-05 13:22:02.000000,control,old_page,0
828270,2023-01-13 16:28:49.000000,control,old_page,0
837942,2023-01-04 13:34:18.000000,control,old_page,1
893193,2023-01-17 08:33:53.000000,treatment,new_page,0
715749,2023-01-04 12:18:00.000000,control,old_page,0
760728,2023-01-13 02:18:51.000000,control,old_page,0
898790,2023-01-17 16:02:54.000000,control,old_page,0
889600,2023-01-04 07:44:40.000000,treatment,new_page,0
905310,2023-01-18 09:58:37.000000,treatment,new_page,0
868134,2023-01-20 14:56:11.000000,treatment,new_page,0
649707,2023-01-04 05:13:08.000000,treatment,new_page,0
893930,2023-01-19 06:46:01.000000,control,old_page,0
780313,2023-01-17 23:12:10.000000,control,old_page,1
689973,2023-01-21 21:35:36.000000,treatment,new_page,0
902547,2023-01-12 19:16:38.000000,treatment,new_page,0
659594,2023-01-02 13:03:17.000000,treatment,new_page,0
664572,2023-01-08 08:54:30.000000,treatment,new_page,1
684854,2023-01-11 02:32:25.000000,treatment,new_page,0
876116,2023-01-21 12:47:48.000000,treatment,new_page,1
648956,2023-01-14 03:17:24.000000,treatment,new_page,0
676981,2023-01-02 13:39:06.000000,treatment,new_page,0
795511,2023-01-13 09:07:26.000000,control,old_page,1
874208,2023-01-01 13:47:18.000000,control,old_page,0
641945,2023-01-13 02:14:10.000000,control,old_page,0
860621,2023-01-06 05:26:41.000000,control,old_page,0
846115,2023-01-16 12:51:22.000000,treatment,new_page,1
916272,2023-01-18 11:50:22.000000,control,old_page,0
807691,2023-01-09 20:33:15.000000,control,old_page,1
731049,2023-01-05 10:39:01.000000,treatment,new_page,1
860412,2023-01-20 07:28:57.000000,control,old_page,0
800097,2023-01-19 18:15:25.000000,treatment,new_page,0
633321,2023-01-17 02:01:13.000000,treatment,new_page,0
832315,2023-01-16 23:36:16.000000,treatment,new_page,1
738829,2023-01-04 19:15:53.000000,control,old_page,0
921107,2023-01-12 21:03:36.000000,treatment,new_page,0
864389,2023-01-06 22:21:06.000000,control,old_page,0
711972,2023-01-09 23:42:10.000000,treatment,new_page,0
663664,2023-01-13 13:13:16.000000,control,old_page,0
851228,2023-01-19 01:49:22.000000,control,old_page,0
713798,2023-01-15 01:53:02.000000,treatment,new_page,0
665891,2023-01-18 20:29:01.000000,control,old_page,0
668688,2023-01-20 06:33:44.000000,control,old_page,0
886433,2023-01-22 18:12:31.000000,treatment,new_page,0
685710,2023-01-19 13:49:31.000000,control,old_page,1
895864,2023-01-15 12:06:04.000000,control,old_page,0
669770,2023-01-04 22:09:44.000000,treatment,new_page,0
909619,2023-01-18 00:33:49.000000,treatment,new_page,0
644951,2023-01-08 08:38:43.000000,control,old_page,0
865310,2023-01-22 05:02:15.000000,treatment,new_page,0
772856,2023-01-05 12:25:34.000000,control,old_page,0
723678,2023-01-05 07:10:08.000000,treatment,new_page,0
831440,2023-01-18 09:34:27.000000,control,old_page,1
853487,2023-01-17 14:41:32.000000,treatment,new_page,0
688660,2023-01-21 03:13:41.000000,treatment,new_page,0
830216,2023-01-18 23:14:21.000000,treatment,new_page,0
860338,2023-01-21 00:30:06.000000,treatment,new_page,0
861107,2023-01-07 17:19:34.000000,treatment,new_page,0
776711,2023-01-01 13:14:43.000000,treatment,new_page,0
764147,2023-01-16 04:55:35.000000,control,old_page,0
683630,2023-01-02 21:13:04.000000,control,old_page,0
797380,2023-01-18 14:43:49.000000,treatment,new_page,1
813260,2023-01-02 03:49:29.000000,treatment,new_page,0
638872,2023-01-07 17:47:11.000000,treatment,new_page,0
702115,2023-01-18 10:16:34.000000,control,old_page,0
841517,2023-01-20 06:48:36.000000,treatment,new_page,0
639994,2023-01-03 00:39:30.000000,control,old_page,0
805387,2023-01-03 13:27:57.000000,control,old_page,0
906099,2023-01-21 01:43:22.000000,treatment,new_page,0
768560,2023-01-03 03:27:06.000000,control,old_page,0
677832,2023-01-05 15:08:37.000000,treatment,new_page,0
775294,2023-01-11 06:33:24.000000,treatment,new_page,1
679734,2023-01-04 12:20:10.000000,treatment,new_page,0
902898,2023-01-02 03:18:37.000000,treatment,new_page,0
773016,2023-01-18 22:36:17.000000,treatment,new_page,0
768332,2023-01-19 08:02:43.000000,control,old_page,1
837006,2023-01-06 23:19:11.000000,treatment,new_page,0
749103,2023-01-07 09:51:19.000000,control,old_page,0
634397,2023-01-11 04:16:04.000000,treatment,new_page,0
857363,2023-01-08 07:28:46.000000,treatment,new_page,0
799530,2023-01-18 18:12:24.000000,control,old_page,0
782312,2023-01-20 07:35:03.000000,control,old_page,0
651833,2023-01-19 08:34:23.000000,control,old_page,1
843565,2023-01-09 22:28:17.000000,treatment,new_page,0
799294,2023-01-10 03:21:22.000000,control,old_page,0
802298,2023-01-15 01:58:33.000000,treatment,new_page,0
830310,2023-01-22 11:12:54.000000,control,old_page,0
730403,2023-01-03 12:54:59.000000,treatment,new_page,0
895700,2023-01-10 00:56:25.000000,control,old_page,0
642471,2023-01-14 11:08:29.000000,control,old_page,0
809174,2023-01-06 00:25:53.000000,control,old_page,0
919936,2023-01-16 16:30:34.000000,control,old_page,0
840059,2023-01-22 17:18:31.000000,treatment,new_page,0
742161,2023-01-07 03:55:22.000000,control,old_page,0
694127,2023-01-21 11:25:56.000000,treatment,new_page,0
891717,2023-01-22 14:02:45.000000,treatment,new_page,0
823231,2023-01-07 06:29:31.000000,control,old_page,1
739182,2023-01-06 15:18:09.000000,treatment,new_page,0
825538,2023-01-13 16:58:14.000000,control,old_page,0
742553,2023-01-07 20:16:00.000000,control,old_page,0
677601,2023-01-10 09:28:46.000000,control,old_page,0
651133,2023-01-05 11:38:51.000000,control,old_page,0
744631,2023-01-09 01:04:05.000000,treatment,new_page,0
663240,2023-01-16 22:00:20.000000,control,old_page,0
701802,2023-01-17 06:16:17.000000,treatment,new_page,0
908284,2023-01-21 09:03:12.000000,control,old_page,0
760383,2023-01-20 14:04:07.000000,control,old_page,0
805691,2023-01-06 14:48:49.000000,treatment,new_page,0
683415,2023-01-07 09:58:22.000000,control,old_page,1
880790,2023-01-14 14:28:15.000000,control,old_page,0
858008,2023-01-19 06:30:13.000000,treatment,new_page,0
889795,2023-01-16 10:33:32.000000,control,old_page,0
738560,2023-01-09 20:03:38.000000,treatment,new_page,0
688479,2023-01-20 07:38:52.000000,control,old_page,0
749642,2023-01-10 06:28:33.000000,treatment,new_page,0
875370,2023-01-11 11:33:10.000000,control,old_page,0
657297,2023-01-13 23:53:53.000000,treatment,new_page,1
826180,2023-01-21 05:13:58.000000,control,old_page,0
783703,2023-01-01 12:49:11.000000,treatment,new_page,0
854282,2023-01-18 13:43:57.000000,treatment,new_page,0
763280,2023-01-03 17:42:26.000000,control,old_page,0
809540,2023-01-09 01:48:08.000000,control,old_page,0
694282,2023-01-18 23:35:46.000000,control,old_page,0
722722,2023-01-02 20:06:18.000000,treatment,new_page,1
822760,2023-01-12 23:11:02.000000,control,old_page,0
736499,2023-01-02 20:37:14.000000,control,old_page,0
827736,2023-01-17 21:05:57.000000,treatment,new_page,0
830137,2023-01-02 21:02:25.000000,control,old_page,0
823637,2023-01-01 17:38:56.000000,control,old_page,0
760179,2023-01-14 10:51:26.000000,control,old_page,0
904178,2023-01-05 19:23:21.000000,treatment,new_page,0
857174,2023-01-10 00:30:57.000000,control,old_page,0
698301,2023-01-11 07:28:56.000000,control,old_page,0
748028,2023-01-11 14:47:26.000000,treatment,new_page,0
807364,2023-01-14 19:25:31.000000,treatment,new_page,0
743261,2023-01-13 21:48:57.000000,control,old_page,1
641416,2023-01-01 16:40:16.000000,treatment,new_page,0
887325,2023-01-20 02:19:18.000000,control,old_page,0
690728,2023-01-01 00:08:32.000000,treatment,new_page,0
765854,2023-01-20 12:36:25.000000,control,old_page,0
714389,2023-01-01 13:10:36.000000,treatment,new_page,0
660644,2023-01-05 19:54:14.000000,treatment,new_page,0
746128,2023-01-01 08:15:12.000000,treatment,new_page,0
732368,2023-01-16 14:20:31.000000,treatment,new_page,0
780148,2023-01-14 04:19:36.000000,control,old_page,0
655400,2023-01-07 01:09:30.000000,treatment,new_page,0
788971,2023-01-19 17:16:11.000000,control,old_page,0
832109,2023-01-04 16:39:51.000000,control,old_page,0
689763,2023-01-13 06:43:08.000000,treatment,new_page,0
819904,2023-01-19 10:03:58.000000,control,old_page,0
835609,2023-01-21 22:22:13.000000,treatment,new_page,0
875817,2023-01-11 05:21:00.000000,control,old_page,0
872670,2023-01-13 23:50:45.000000,control,old_page,0
885781,2023-01-03 15:38:35.000000,control,old_page,0
910694,2023-01-03 15:12:18.000000,control,old_page,0
917999,2023-01-18 15:31:06.000000,control,old_page,0
900253,2023-01-15 05:02:14.000000,treatment,new_page,0
743111,2023-01-14 02:18:22.000000,treatment,new_page,0
791337,2023-01-20 01:23:12.000000,control,old_page,0
657993,2023-01-02 13:53:07.000000,control,old_page,0
866671,2023-01-15 21:20:47.000000,treatment,new_page,0
643919,2023-01-20 14:56:35.000000,control,old_page,1
803172,2023-01-14 09:12:53.000000,control,old_page,0
670265,2023-01-17 14:09:50.000000,treatment,new_page,1
690857,2023-01-18 22:37:35.000000,control,old_page,0
762890,2023-01-05 14:32:35.000000,treatment,new_page,0
895444,2023-01-14 01:09:54.000000,control,old_page,1
717269,2023-01-02 14:04:35.000000,control,old_page,0
717456,2023-01-16 02:15:45.000000,control,old_page,0
631520,2023-01-10 18:26:31.000000,treatment,new_page,0
818902,2023-01-04 18:32:06.000000,control,old_page,0
921340,2023-01-03 01:01:59.000000,treatment,new_page,0
670630,2023-01-17 05:15:50.000000,treatment,new_page,0
853130,2023-01-10 16:11:56.000000,control,old_page,0
769584,2023-01-11 13:24:09.000000,control,old_page,0
875640,2023-01-03 17:23:28.000000,treatment,new_page,0
651914,2023-01-18 00:34:48.000000,treatment,new_page,0
638118,2023-01-17 15:39:14.000000,control,old_page,0
683044,2023-01-22 04:21:10.000000,control,old_page,0
860258,2023-01-02 00:14:40.000000,treatment,new_page,0
687390,2023-01-06 13:25:12.000000,treatment,new_page,0
736310,2023-01-19 01:01:50.000000,treatment,new_page,0
767485,2023-01-01 20:37:56.000000,treatment,new_page,0
744786,2023-01-16 18:31:28.000000,control,old_page,0
837317,2023-01-04 01:50:35.000000,control,old_page,0
809805,2023-01-15 16:35:30.000000,treatment,new_page,0
766396,2023-01-03 02:43:35.000000,treatment,new_page,0
697302,2023-01-20 06:32:20.000000,treatment,new_page,0
842537,2023-01-05 04:56:20.000000,treatment,new_page,0
903542,2023-01-03 13:41:19.000000,control,old_page,0
822917,2023-01-20 16:41:40.000000,control,old_page,0
748360,2023-01-08 06:23:19.000000,treatment,new_page,0
912249,2023-01-22 01:49:07.000000,control,old_page,0
710617,2023-01-01 02:34:31.000000,treatment,new_page,0
668216,2023-01-09 10:04:37.000000,treatment,new_page,0
855477,2023-01-06 23:15:56.000000,treatment,new_page,0
700305,2023-01-12 01:14:52.000000,control,old_page,0
631496,2023-01-07 00:52:31.000000,treatment,new_page,0
690812,2023-01-19 02:40:01.000000,treatment,new_page,0
721580,2023-01-16 10:29:14.000000,treatment,new_page,0
843781,2023-01-16 11:00:53.000000,treatment,new_page,0
755252,2023-01-02 18:02:03.000000,control,old_page,0
761587,2023-01-15 05:58:23.000000,treatment,new_page,0
901197,2023-01-12 22:51:58.000000,treatment,new_page,1
795824,2023-01-22 01:10:38.000000,control,old_page,0
785141,2023-01-21 20:11:46.000000,control,old_page,0
652567,2023-01-15 14:16:24.000000,control,old_page,0
762423,2023-01-22 08:07:09.000000,control,old_page,0
750627,2023-01-07 22:28:35.000000,treatment,new_page,0
662201,2023-01-02 06:53:12.000000,treatment,new_page,0
631525,2023-01-21 08:38:17.000000,control,old_page,0
889534,2023-01-03 03:07:48.000000,treatment,new_page,1
708341,2023-01-13 04:53:23.000000,control,old_page,1
806400,2023-01-05 04:56:04.000000,control,old_page,0
718324,2023-01-11 19:24:34.000000,treatment,new_page,0
923827,2023-01-05 21:21:02.000000,treatment,new_page,0
714766,2023-01-22 19:40:59.000000,control,old_page,1
825026,2023-01-15 13:41:33.000000,control,old_page,0
903010,2023-01-07 04:34:26.000000,treatment,new_page,0
669447,2023-01-07 21:01:52.000000,control,old_page,0
885833,2023-01-17 09:47:14.000000,control,old_page,0
819875,2023-01-07 19:39:23.000000,treatment,new_page,0
921678,2023-01-13 14:20:57.000000,control,old_page,0
776300,2023-01-09 11:14:47.000000,control,old_page,0
747330,2023-01-15 17:31:16.000000,control,old_page,0
892326,2023-01-16 12:20:35.000000,treatment,new_page,0
673766,2023-01-18 19:35:07.000000,treatment,new_page,0
769928,2023-01-14 08:45:58.000000,treatment,new_page,0
802481,2023-01-20 01:24:13.000000,treatment,new_page,1
680800,2023-01-10 08:04:08.000000,treatment,new_page,0
697407,2023-01-06 14:16:51.000000,treatment,new_page,0
904872,2023-01-10 22:56:58.000000,control,old_page,1
726697,2023-01-11 13:23:07.000000,control,old_page,0
826631,2023-01-03 11:29:13.000000,treatment,new_page,0
886237,2023-01-06 21:32:11.000000,treatment,new_page,0
645023,2023-01-01 04:59:34.000000,treatment,new_page,1
771190,2023-01-08 20:47:32.000000,control,old_page,0
636446,2023-01-16 03:34:36.000000,treatment,new_page,0
780070,2023-01-18 13:03:32.000000,control,old_page,0
653629,2023-01-21 07:08:18.000000,treatment,new_page,0
810868,2023-01-10 10:08:55.000000,treatment,new_page,0
648559,2023-01-18 00:25:12.000000,treatment,new_page,0
